,Symbol,Name
567,INDOASIFU,Indo_Asian_Fusegear_Limited
568,INDOCO,Indoco_Remedies_Limited
569,INDORAMA,Indo_Rama_Synthetics_(India)_Limited
570,INDOSOLAR,Indosolar_Limited
571,INDOTECH,Indo_Tech_Transformers_Limited
572,INDOWIND,Indowind_Energy_Limited
573,INDRAMEDCO,Indraprastha_Medical_Corporation_Limited
574,INDSWFTLAB,Ind-Swift_Laboratories_Limited
575,INDSWFTLTD,Ind-Swift_Limited
576,INDUSFILA,Indus_Fila_Limited
577,INDUSINDBK,IndusInd_Bank_Limited
578,INEABS,INEOS_ABS_(India)_Limited
579,INFINITE,Infinite_Computer_Solutions_(India)_Limited
580,INFOMEDIA,Infomedia_18_Limited
581,INFY,Infosys_Limited
582,INFOTECENT,Infotech_Enterprises_Limited
583,INGERRAND,Ingersoll_Rand_(India)_Limited
584,INGVYSYABK,ING_Vysya_Bank_Limited
585,INNOIND,Innoventive_Industries_Limited
586,INOXLEISUR,INOX_Leisure_Limited
587,INSECTICID,Insecticides_(India)_Limited
588,IOB,Indian_Overseas_Bank
589,IOC,Indian_Oil_Corporation_Limited
590,IOLCP,IOL_Chemicals_and_Pharmaceuticals_Limited
591,IOLN,IOL_Netcom_Limited
592,IPCALAB,IPCA_Laboratories_Limited
593,IRB,IRB_Infrastructure_Developers_Limited
594,ISFT,Intrasoft_Technologies_Limited
595,ISMTLTD,ISMT_Limited
596,ISPATIND,Ispat_Industries_Limited
597,ITC,ITC_Limited
598,ITDCEM,ITD_Cementation_India_Limited
599,ITI,ITI_Limited
600,IVC,IL&FS_Investment_Managers_Limited
601,IVP,IVP_Limited
602,IVRCLAH,IVRCL_Assets_&_Holdings_Limited
603,IVRCLINFRA,IVRCL_Limited
604,J&KBANK,The_Jammu_&_Kashmir_Bank_Limited
605,JAGRAN,Jagran_Prakashan_Limited
606,JAGSNPHARM,Jagsonpal_Pharmaceuticals_Limited
607,JAIBALAJI,Jai_Balaji_Industries_Limited
608,JAICORPLTD,Jai_Corp_Limited
609,JAINSTUDIO,Jain_Studios_Limited
610,JAMNAAUTO,Jamna_Auto_Industries_Limited
611,JAYAGROGN,Jayant_Agro_Organics_Limited
612,JAYBARMARU,Jay_Bharat_Maruti_Limited
613,JAYNECOIND,Jayaswal_Neco_Industries_Limited
614,JAYSREETEA,Jayshree_Tea_&_Industries_Limited
615,JBCHEPHARM,JB_Chemicals_&_Pharmaceuticals_Limited
616,JBFIND,JBF_Industries_Limited
617,JBMA,JBM_Auto_Limited
618,JCTEL,JCT_Electronics_Limited
619,JENSONICOL,Jenson_&_Nicholson_(India)_Limited
620,JETAIRWAYS,Jet_Airways_(India)_Limited
621,JEYPORE,The_Jeypore_Sugar_Company_Limited
622,JHS,JHS_Svendgaard_Laboratories_Limited
623,JIKIND,JIK_Industries_Limited
624,JINDALPHOT,Jindal_Photo_Limited
625,JINDALPOLY,Jindal_Poly_Films_Limited
626,JINDALSAW,Jindal_Saw_Limited
627,JINDALSTEL,Jindal_Steel_&_Power_Limited
628,JINDALSWHL,Jindal_South_West_Holdings_Limited
629,JINDCOT,Jindal_Cotex_Limited
630,JINDRILL,Jindal_Drilling_And_Industries_Limited
631,JINDWORLD,Jindal_Worldwide_Limited
632,JISLJALEQS,Jain_Irrigation_Systems_Limited
633,JKCEMENT,JK_Cement_Limited
634,JKIL,J.Kumar_Infraprojects_Limited
635,JKLAKSHMI,JK_Lakshmi_Cement_Limited
636,JKPAPER,JK_Paper_Limited
637,JKTYRE,JK_Tyre_&_Industries_Limited
638,JMCPROJECT,JMC_Projects_(India)_Limited
639,JMFINANCIL,JM_Financial_Limited
640,JMTAUTOLTD,JMT_Auto_Limited
641,JOCIL,Jocil_Limited
642,JPASSOCIAT,Jaiprakash_Associates_Limited
643,JPINFRATEC,Jaypee_Infratech_Limited
644,JPPOWER,Jaiprakash_Power_Ventures_Limited
645,JSL,JSL_Stainless_Limited
646,JSWENERGY,JSW_Energy_Limited
647,JSWSTEEL,JSW_Steel_Limited
648,JUBILANT,Jubilant_Life_Sciences_Limited
649,JUBLFOOD,Jubilant_Foodworks_Limited
650,JUBLINDS,Jubilant_Industries_Limited
651,JVLAGRO,JVL_Agro_Industries_Limited
652,JYOTHYLAB,Jyothy_Laboratories_Limited
653,JYOTISTRUC,Jyoti_Structures_Limited
654,KABRAEXTRU,Kabra_Extrusion_Technik_Limited
655,KAJARIACER,Kajaria_Ceramics_Limited
656,KAKATCEM,Kakatiya_Cement_Sugar_&_Industries_Limited
657,KALECONSUL,Kale_Consultants_Limited
658,KALINDEE,Kalindee_Rail_Nirman_(Engineers)_Limited
659,KALPATPOWR,Kalpataru_Power_Transmission_Limited
660,KALYANIFRG,Kalyani_Forge_Limited
661,KAMATHOTEL,Kamat_Hotels_(I)_Limited
662,KANDAGIRI,Kandagiri_Spinning_Mills_Limited.
663,KANORICHEM,Kanoria_Chemicals_&_Industries_Limited
664,KANSAINER,Kansai_Nerolac_Paints_Limited
665,KARURVYSYA,Karur_Vysya_Bank_Limited
666,KAUSHALYA,Kaushalya_Infrastructure_Development_Corporation_Limited
667,KAVVERITEL,Kavveri_Telecom_Products_Limited
668,KBIL,Kirloskar_Brothers_Investments_Limited
669,KCP,KCP_Limited
670,KCPSUGIND,KCP_Sugar_and_Industries_Corporation_Limited
671,KEC,KEC_International_Limited
672,KECL,Kirloskar_Electric_Company_Limited
673,KEI,KEI_Industries_Limited
674,KEMROCK,Kemrock_Industries_and_Exports_Limited
675,KERNEX,Kernex_Microsystems_(India)_Limited
676,KESARENT,Kesar_Enterprises_Limited
677,KESORAMIND,Kesoram_Industries_Limited
678,KEYCORPSER,Keynote_Corporate_Services_Limited
679,KFA,Kingfisher_Airlines_Limited
680,KGL,Karuturi_Global_Limited
681,KHAITANELE,Khaitan_Electricals_Limited
682,KHAITANLTD,Khaitan_(India)_Limited
683,KHANDSE,Khandwala_Securities_Limited
684,KICL,Kalyani_Investment_Company_Limited
685,KIL,Kamdhenu_Ispat_Limited
686,KILITCH,Kilitch_Drugs_(India)_Limited
687,KINETICMOT,Kinetic_Motor_Company_Limited
688,KIRIINDUS,Kiri_Industries_Limited
689,KIRLOSBROS,Kirloskar_Brothers_Limited
690,KIRLOSENG,Kirloskar_Oil_Engines_Limited
691,KIRLOSIND,Kirloskar_Industries_Limited
692,KITPLYIND,Kitply_Industries_Limited
693,KKCL,Kewal_Kiran_Clothing_Limited
694,KLGSYSTEL,KLG_Systel_Limited
695,KMSUGAR,K.M.Sugar_Mills_Limited
696,KNRCON,KNR_Constructions_Limited
697,KOHINOOR,Kohinoor_Foods_Limited
698,KOLTEPATIL,Kolte_-_Patil_Developers_Limited
699,KOPDRUGS,KDL_Biotech_Limited
700,KOPRAN,Kopran_Limited
701,KOTAKBANK,Kotak_Mahindra_Bank_Limited
702,KOTARISUG,Kothari_Sugars_And_Chemicals_Limited
703,KOTHARIPET,Kothari_Petrochemicals_Limited
704,KOTHARIPRO,Kothari_Products_Limited
705,KOUTONS,Koutons_Retail_India_Limited
706,KPIT,KPIT_Cummins_Infosystems_Limited
707,KPRMILL,K.P.R._Mill_Limited
708,KRBL,KRBL_Limited
709,KRISHNAENG,Krishna_Engineering_Works_Limited
710,KSBPUMPS,KSB_Pumps_Limited
711,KSCL,Kaveri_Seed_Company_Limited
712,KSERASERA,K_Sera_Sera_Limited
713,KSK,KSK_Energy_Ventures_Limited
714,KSL,Kalyani_Steels_Limited
715,KSOILS,K_S_Oils_Limited
716,KTIL,Kesar_Terminals_&_Infrastructure_Limited
717,KTKBANK,The_Karnataka_Bank_Limited
718,LAKPRE,Lakshmi_Precision_Screws_Limited
719,LAKSHMIEFL,Lakshmi_Energy_and_Foods_Limited
720,LAKSHVILAS,Lakshmi_Vilas_Bank_Limited
721,LANCOIN,Lanco_Industries_Limited
722,LAOPALA,La_Opala_RG_Limited
723,LAXMIMACH,Lakshmi_Machine_Works_Limited
724,LGBBROSLTD,LG_Balakrishnan_&_Bros_Limited
725,LGBFORGE,LGB_Forge_Limited
726,LIBERTSHOE,Liberty_Shoes_Limited
727,LICHSGFIN,LIC_Housing_Finance_Limited
728,LITL,Lanco_Infratech_Limited
729,LLOYDELENG,Lloyd_Electric_&_Engineering_Limited
730,LLOYDFIN,Lloyds_Finance_Limited
731,LLOYDSTEEL,Lloyds_Steel_Industries_Limited
732,LML,LML_Limited
733,LOGIXMICRO,Logix_Microsystems_Limited
734,LOKESHMACH,Lokesh_Machines_Limited
735,LOTUSEYE,Lotus_Eye_Care_Hospital_Limited
736,LOVABLE,Lovable_Lingerie_Limited
737,LPDC,Landmark_Property_Development_Company_Limited
738,LT,Larsen_&_Toubro_Limited
739,LUMAXAUTO,Lumax_Automotive_Systems_Limited
740,LUMAXIND,Lumax_Industries_Limited
741,LUMAXTECH,Lumax_Auto_Technologies_Limited
742,LUPIN,Lupin_Limited
743,LYKALABS,Lyka_Labs_Limited
744,M&M,Mahindra_&_Mahindra_Limited
745,M&MFIN,Mahindra_&_Mahindra_Financial_Services_Limited
746,MAANALU,Maan_Aluminium_Limited
747,MADHAV,Madhav_Marbles_and_Granites_Limited
748,MADHUCON,Madhucon_Projects_Limited
749,MADRASCEM,Madras_Cements_Limited
750,MADRASFERT,Madras_Fertilizers_Limited
751,MAGMA,Magma_Fincorp_Limited
752,MAGNUM,Magnum_Ventures_Limited
753,MAHABANK,Bank_of_Maharashtra
754,MAHINDFORG,Mahindra_Forgings_Limited
755,MAHINDUGIN,Mahindra_Ugine_Steel_Company_Limited
756,MAHLIFE,Mahindra_Lifespace_Developers_Limited
757,MAHSCOOTER,Maharashtra_Scooters_Limited
758,MAHSEAMLES,Maharashtra_Seamless_Limited
759,MALWACOTT,Malwa_Cotton_Spg._Mills_Limited
760,MANAKSIA,Manaksia_Limited
761,MANALIPETC,Manali_Petrochemical_Limited
762,MANDHANA,Mandhana_Industries_Limited
763,MANGALAM,Mangalam_Drugs_And_Organics_Limited
764,MANGCHEFER,Mangalore_Chemicals_&_Fertilizers_Limited
765,MANGLMCEM,Mangalam_Cement_Limited
766,MANGTIMBER,Mangalam_Timber_Products_Limited
767,MANINDS,Man_Industries_(India)_Limited
768,MANINFRA,Man_Infraconstruction_Limited
769,MANUGRAPH,Manugraph_India_Limited
770,MARALOVER,Maral_Overseas_Limited
771,MARICO,Marico_Limited
772,MARKSANS,Marksans_Pharma_Limited
773,MARUTI,Maruti_Suzuki_India_Limited
774,MASTEK,Mastek_Limited
775,MAWANASUG,Mawana_Sugars_Limited
776,MAX,Max_India_Limited
777,MAXWELL,Maxwell_Industries_Limited
778,MBECL,Mcnally_Bharat_Engineering_Company_Limited
779,MBLINFRA,MBL_Infrastructures_Limited
780,MCDHOLDING,McDowell_Holdings_Limited
781,MCDOWELL-N,United_Spirits_Limited
782,MCLEODRUSS,Mcleod_Russel_India_Limited
783,MEGASOFT,Megasoft_Limited
784,MEGH,Meghmani_Organics_Limited
785,MELSTAR,Melstar_Information_Technologies_Limited
786,MERCK,Merck_Limited
787,MHRIL,Mahindra_Holidays_&_Resorts_India_Limited
788,MIC,MIC_Electronics_Limited
789,MICROSEC,Microsec_Financial_Services_Limited
790,MICROTECH,Micro_Technologies_(India)_Limited
791,MINDAIND,Minda_Industries_Limited
792,MINDTREE,MindTree_Limited
793,MIRCELECTR,MIRC_Electronics_Limited
794,MIRZAINT,Mirza_International_Limited
795,MLL,Mercator_Lines_Limited
796,MMFL,MM_Forgings_Limited
797,MMFSL,Money_Matters_Financial_Services_Limited
798,MOIL,MOIL_Limited
799,MONNETISPA,Monnet_Ispat_Limited
800,MONSANTO,Monsanto_India_Limited
801,MORARJETEX,Morarjee_Textiles_Limited
802,MOREPENLAB,Morepen_Laboratories_Limited
803,MOSERBAER,Moser-Baer_(I)_Limited
804,MOTHERSUMI,Motherson_Sumi_Systems_Limited
805,MOTILALOFS,Motilal_Oswal_Financial_Services_Limited
806,MOTOGENFIN,The_Motor_&_General_Finance_Limited
807,MPHASIS,MphasiS_Limited
808,MPSLTD,MPS_Limited
809,MRF,MRF_Limited
810,MRO-TEK,MRO-TEK_Limited
811,MRPL,Mangalore_Refinery_and_Petrochemicals_Limited
812,MSPL,MSP_Steel_&_Power_Limited
813,MTNL,Mahanagar_Telephone_Nigam_Limited
814,MUDRA,Mudra_Lifestyle_Limited
815,MUKANDENGG,Mukand_Engineers_Limited
816,MUKANDLTD,Mukand_Limited
817,MUKTAARTS,Mukta_Arts_Limited
818,MUNDRAPORT,Mundra_Port_and_Special_Economic_Zone_Limited
819,MUNJALAU,Munjal_Auto_Industries_Limited
820,MUNJALSHOW,Munjal_Showa_Limited
821,MURLIIND,Murli_Industries_Limited
822,MURUDCERA,Murudeshwar_Ceramics_Limited
823,MVL,MVL_Limited
824,MVLIND,MVL_Industries_Limited
825,MYSOREBANK,State_Bank_of_Mysore
826,NAGARFERT,Nagarjuna_Fertilizer_&_Chemicals_Limited
827,NAGREEKCAP,Nagreeka_Capital_&_Infrastructure_Limited
828,NAGREEKEXP,Nagreeka_Exports_Limited
829,NAHARCAP,Nahar_Capital_and_Financial_Services_Limited
830,NAHARINDUS,Nahar_Industrial_Enterprises_Limited
831,NAHARPOLY,Nahar_Poly_Films_Limited
832,NAHARSPING,Nahar_Spinning_Mills_Limited
833,NANDAN,Nandan_Exim_Limited
834,NATCOPHARM,Natco_Pharma_Limited
835,NATIONALUM,National_Aluminium_Company_Limited
836,NATNLSTEEL,National_Steel_And_Agro_Industries_Limited
837,NAUKRI,Info_Edge_(India)_Limited
838,NAVINFLUOR,Navin_Fluorine_International_Limited
839,NAVNETPUBL,Navneet_Publications_India_Limited
840,NBVENTURES,Nava_Bharat_Ventures_Limited
841,NCC,NCC_Limited
842,NCLIND,NCL_Industries_Limited
843,NDTV,New_Delhi_Television_Limited
844,NECLIFE,Nectar_Lifesciences_Limited
845,NELCAST,Nelcast_Limited
846,NELCO,NELCO_Limited
847,NEPCMICON,NEPC_India_Limited
848,NESCO,Nesco_Limited
849,NET4,Net_4_India_Limited
850,NETWORK18,Network18_Media_&_Investments_Limited
851,NEULANDLAB,Neuland_Laboratories_Limited
852,NEXTMEDIA,Next_Mediaworks_Limited
853,NEYVELILIG,Neyveli_Lignite_Corporation_Limited
854,NFL,National_Fertilizers_Limited
855,NHPC,NHPC_Limited
856,NICCO,Nicco_Corporation_Limited
857,NIITLTD,NIIT_Limited
858,NIITTECH,NIIT_Technologies_Limited
859,NILKAMAL,Nilkamal_Limited
860,NIPPOBATRY,Nippo_Batteries_Company_Limited
861,NIRMA,Nirma_Limited
862,NISSAN,Nissan_Copper_Limited
863,NITCO,Nitco_Limited
864,NITESHEST,Nitesh_Estates_Limited
865,NITINFIRE,Nitin_Fire_Protection_Industries_Limited
866,NITINSPIN,Nitin_Spinners_Limited
867,NMDC,NMDC_Limited
868,NOCIL,NOCIL_Limited
869,NOIDATOLL,Noida_Toll_Bridge_Company_Limited
870,NORBTEAEXP,Norben_Tea_&_Exports_Limited
871,NORTHGATE,Northgate_Technologies_Limited
872,NOVOPANIND,Novopan_Industries_Limited
873,NRBBEARING,NRB_Bearing_Limited
874,NSIL,Nalwa_Sons_Investments_Limited
875,NTPC,NTPC_Limited
876,NUCENT,Nucent_Finance_Limited
877,NUCHEM,Nuchem_Limited
878,NUCLEUS,Nucleus_Software_Exports_Limited
879,NUMERICPW,Numeric_Power_Systems_Limited
880,NUTEK,Nu_Tek_India_Limited
881,OBEROIRLTY,Oberoi_Realty_Limited
882,OCL,OCL_India_Limited
883,OFSS,Oracle_Financial_Services_Software_Limited
884,OIL,Oil_India_Limited
885,OILCOUNTUB,Oil_Country_Tubular_Limited
886,OISL,OCL_Iron_and_Steel_Limited
887,OMAXAUTO,Omax_Autos_Limited
888,OMAXE,Omaxe_Limited
889,OMKARCHEM,Omkar_Speciality_Chemicals_Limited
890,OMMETALS,OM_Metals_Infraprojects_Limited
891,OMNITECH,Omnitech_Infosolutions_Limited
892,ONGC,Oil_&_Natural_Gas_Corporation_Limited
893,ONMOBILE,OnMobile_Global_Limited
894,ONWARDTEC,Onward_Technologies_Limited
895,OPTOCIRCUI,Opto_Circuits_(India)_Limited
896,ORBITCORP,Orbit_Corporation_Limited
897,ORCHIDCHEM,Orchid_Chemicals_&_Pharmaceuticals_Limited
898,ORIENTABRA,Orient_Abrasives_Limited
899,ORIENTALTL,Oriental_Trimex_Limited
900,ORIENTBANK,Oriental_Bank_of_Commerce
901,ORIENTCERA,Orient_Ceramics_and_Industries_Limited
902,ORIENTHOT,Oriental_Hotels_Limited
903,ORIENTLTD,Orient_Press_Limited
904,ORIENTPPR,Orient_Paper_&_Industries_Limited
905,ORISSAMINE,The_Orissa_Minerals_Development_Company_Limited
906,OUDHSUG,The_Oudh_Sugar_Mills_Limited
907,PAEL,PAE_Limited
908,PAGEIND,Page_Industries_Limited
909,PANACEABIO,Panacea_Biotec_Limited
910,PANORAMUNI,Panoramic_Universal_Limited
911,PANTALOONR,Pantaloon_Retail_(India)_Limited
912,PAPERPROD,The_Paper_Products_Limited
913,PARABDRUGS,Parabolic_Drugs_Limited
914,PARACABLES,Paramount_Communications_Limited
915,PARAL,Parekh_Aluminex_Limited
916,PARAPRINT,Paramount_Printpackaging_Limited
917,PARASPETRO,Paras_Petrofils_Limited
918,PAREKHPLAT,Parekh_Platinum_Limited
919,PARRYSUGAR,Parrys_Sugar_Industries_Limited
920,PARSVNATH,Parsvnath_Developers_Limited
921,PATELENG,Patel_Engineering_Limited
922,PATINTLOG,Patel_Integrated_Logistics_Limited
923,PATNI,Patni_Computer_Systems_Limited
924,PATSPINLTD,Patspin_India_Limited
925,PBAINFRA,PBA_Infrastructure_Limited
926,PDPL,Parenteral_Drugs_(India)_Limited
927,PDUMJEIND,Pudumjee_Industries_Limited
928,PDUMJEPULP,Pudumjee_Pulp_&_Paper_Mills_Limited
929,PEARLPOLY,Pearl_Polymers_Limited
930,PENIND,Pennar_Industries_Limited
931,PENINLAND,Peninsula_Land_Limited
932,PEPL,Pearl_Engineering_Polymers_Limited
933,PERSISTENT,Persistent_Systems_Limited
934,PETRONENGG,Petron_Engineering_Construction_Limited
935,PETRONET,Petronet_LNG_Limited
936,PFC,Power_Finance_Corporation_Limited
937,PFIZER,Pfizer_Limited
938,PFOCUS,Prime_Focus_Limited
939,PFS,PTC_India_Financial_Services_Limited
940,PGHH,Procter_&_Gamble_Hygiene_and_Health_Care_Limited
941,PHILIPCARB,Phillips_Carbon_Black_Limited
942,PHOENIXLTD,The_Phoenix_Mills_Limited
943,PIDILITIND,Pidilite_Industries_Limited
944,PIIND,PI_Industries_Limited
945,PIONDIST,Pioneer_Distilleries_Limited
946,PIPAVAVYD,Pipavav_Shipyard_Limited
947,PIRGLASS,Piramal_Glass_Limited
948,PIRHEALTH,Piramal_Healthcare_Limited
949,PIRLIFE,Piramal_Life_Sciences_Limited
950,PITTILAM,Pitti_Laminations_Limited
951,PLASTIBLEN,Plastiblends_India_Limited
952,PLETHICO,Plethico_Pharmaceuticals_Limited
953,PNB,Punjab_National_Bank
954,PNBGILTS,PNB_Gilts_Limited
955,PNC,Pritish_Nandy_Communications_Limited
956,POCHIRAJU,Pochiraju_Industries_Limited
957,POLARIS,Polaris_Software_Lab_Limited
958,POLYPLEX,Polyplex_Corporation_Limited
959,PONNIERODE,Ponni_Sugars_(Erode)_Limited
960,POWERGRID,Power_Grid_Corporation_of_India_Limited
961,PPAP,Precision_Pipes_And_Profiles_Company_Limited
962,PRADIP,Pradip_Overseas_Limited
963,PRAENG,Prajay_Engineers_Syndicate_Limited
964,PRAJIND,Praj_Industries_Limited
965,PRAKASH,Prakash_Industries_Limited
966,PRAKASHSTL,Prakash_Steelage_Limited
967,PRATIBHA,Pratibha_Industries_Limited
968,PRECOT,Precot_Meridian_Limited
969,PRECWIRE,Precision_Wires_India_Limited
970,PREMIER,Premier_Limited
971,PRESTIGE,Prestige_Estates_Projects_Limited
972,PRICOL,Pricol_Limited
973,PRIMESECU,Prime_Securities_Limited
974,PRISMCEM,Prism_Cement_Limited
975,PRITHVI,Prithvi_Information_Solutions_Limited
976,PROVOGUE,Provogue_(India)_Limited
977,PSB,Punjab_&_Sind_Bank
978,PSL,PSL_Limited
979,PTC,PTC_India_Limited
980,PTL,PTL_Enterprises_Limited
981,PUNJABCHEM,Punjab_Chemicals_&_Crop_Protection_Limited
982,PUNJLLOYD,Punj_Lloyd_Limited
983,PURVA,Puravankara_Projects_Limited
984,PVP,PVP_Ventures_Limited
985,PVR,PVR_Limited
986,QUINTEGRA,Quintegra_Solutions_Limited
987,RADAAN,Radaan_Mediaworks_India_Limited
988,RADICO,Radico_Khaitan_Limited
989,RAINBOWPAP,Rainbow_Papers_Limited
990,RAINCOM,Rain_Commodities_Limited
991,RAIREKMOH,Raisaheb_Reckhchand_Mohota_Spinning_&_Weaving_Mills_Limited
992,RAJESHEXPO,Rajesh_Exports_Limited
993,RAJOIL,Raj_Oil_Mills_Limited
994,RAJRAYON,Raj_Rayon_Industries_Limited
995,RAJSREESUG,Rajshree_Sugars_&_Chemicals_Limited
996,RAJTV,Raj_Television_Network_Limited
997,RAJVIR,Rajvir_Industries_Limited
998,RALLIS,Rallis_India_Limited
999,RAMANEWS,Rama_Newsprint_and_Papers_Limited
1000,RAMCOIND,Ramco_Industries_Limited
1001,RAMCOSYS,Ramco_Systems_Limited
1002,RAMKY,Ramky_Infrastructure_Limited
1003,RAMSARUP,Ramsarup_Industries_Limited
1004,RANASUG,Rana_Sugars_Limited
1005,RANBAXY,Ranbaxy_Laboratories_Limited
1006,RANEENGINE,Rane_Engine_Valve_Limited
1007,RANEHOLDIN,Rane_Holdings_Limited
1008,RATNAMANI,Ratnamani_Metals_&_Tubes_Limited
1009,RAYMOND,Raymond_Limited
1010,RBL,Rane_Brake_Lining_Limited
1011,RBN,Reliance_Broadcast_Network_Limited
1012,RCF,Rashtriya_Chemicals_and_Fertilizers_Limited
1013,RCOM,Reliance_Communications_Limited
1014,RECLTD,Rural_Electrification_Corporation_Limited
1015,REDINGTON,Redington_(India)_Limited
1016,REFEX,Refex_Refrigerants_Limited
1017,REIAGROLTD,Rei_Agro_Limited
1018,REISIXTEN,REI_Six_Ten_Retail_Limited
1019,RELAXO,Relaxo_Footwears_Limited
1020,RELCAPITAL,Reliance_Capital_Limited
1021,RELIANCE,Reliance_Industries_Limited
1022,RELIGARE,Religare_Enterprises_Limited
1023,RELINFRA,Reliance_Infrastructure_Limited
1024,RELMEDIA,Reliance_MediaWorks_Limited
1025,RENUKA,Shree_Renuka_Sugars_Limited
1026,REPRO,Repro_India_Limited
1027,RESPONIND,Responsive_Industries_Limited
1028,RESURGERE,Resurgere_Mines_&_Minerals_India_Limited
1029,REVATHI,Revathi_Equipment_Limited
1030,RICOAUTO,Rico_Auto_Industries_Limited
1031,RIIL,Reliance_Industrial_Infrastructure_Limited
1032,RJL,Renaissance_Jewellery_Limited
1033,RKFORGE,Ramkrishna_Forgings_Limited
1034,RMCL,Radha_Madhav_Corporation_Limited
1035,RML,Rane_(Madras)_Limited
1036,ROHITFERRO,Rohit_Ferro-Tech_Limited
1037,ROHLTD,Royal_Orchid_Hotels_Limited
1038,ROLTA,Rolta_India_Limited
1039,ROMAN,Roman_Tarmat_Limited
1040,RPGLIFE,RPG_Life_Sciences_Limited
1041,RPOWER,Reliance_Power_Limited
1042,RPPINFRA,R.P.P._Infra_Projects_Limited
1043,RSSOFTWARE,R._S._Software_(India)_Limited
1044,RSWM,RSWM_Limited
1045,RSYSTEMS,R_Systems_International_Limited
1046,RUBYMILLS,The_Ruby_Mills_Limited
1047,RUCHIRA,Ruchira_Papers_Limited
1048,RUCHISOYA,Ruchi_Soya_Industries_Limited
1049,RUCHINFRA,Ruchi_Infrastructure_Limited
1050,SABERORGAN,Sabero_Organics_Gujarat_Limited
1051,SABTN,Sri_Adhikari_Brothers_Television_Network_Limited
1052,SADBHAV,Sadbhav_Engineering_Limited
1053,SAGCEM,Sagar_Cements_Limited
1054,SAHPETRO,Sah_Petroleums_Limited
1055,SAIL,Steel_Authority_of_India_Limited
1056,SAKHTISUG,Sakthi_Sugars_Limited
1057,SAKSOFT,Saksoft_Limited
1058,SAKUMA,Sakuma_Exports_Limited
1059,SALORAINTL,Salora_International_Limited
1060,SALSTEEL,S.A.L._Steel_Limited
1061,SAMBHAAV,Sambhaav_Media_Limited
1062,SAMTEL,Samtel_Color_Limited
1063,SANDESH,The_Sandesh_Limited
1064,SANGAMIND,Sangam_(India)_Limited
1065,SANGHIIND,Sanghi_Industries_Limited
1066,SANGHVIFOR,Sanghvi_Forging_and_Engineering_Limited
1067,SANGHVIMOV,Sanghvi_Movers_Limited
1068,SANWARIA,Sanwaria_Agro_Oils_Limited
1069,SARDAEN,Sarda_Energy_&_Minerals_Limited
1070,SAREGAMA,Saregama_India_Limited
1071,SARLAPOLY,Sarla_Performance_Fibers_Limited
1072,SASKEN,Sasken_Communication_Technologies_Limited
1073,SATHAISPAT,Sathavahana_Ispat_Limited
1074,SATYAMCOMP,Satyam_Computer_Services_Limited
1075,SAVERA,Savera_Industries_Limited
1076,SB&TINTL,SB&T_International_Limited
1077,SBBJ,State_Bank_of_Bikaner_and_Jaipur
1078,SBIN,State_Bank_of_India
1079,SBT,State_Bank_of_Travancore
1080,SCI,Shipping_Corporation_Of_India_Limited
1081,SEAMECLTD,Seamec_Limited
1082,SEINVEST,S.E._Investments_Limited
1083,SELAN,Selan_Exploration_Technology_Limited
1084,SELMCL,SEL_Manufacturing_Company_Limited
1085,SERVALL,Servalakshmi_Paper_Limited
1086,SESAGOA,Sesa_Goa_Limited
1087,SESHAPAPER,Seshasayee_Paper_and_Boards_Limi
1088,SEZALGLASS,Sezal_Glass_Limited
1089,SGFL,Shree_Ganesh_Forgings_Limited
1090,SGJHL,Shree_Ganesh_Jewellery_House_Limited
1091,SGL,STL_Global_Limited
1092,SHAHALLOYS,Shah_Alloys_Limited
1093,SHALPAINTS,Shalimar_Paints_Limited
1094,SHANTIGEAR,Shanthi_Gears_Limited
1095,SHARRESLTD,Sharyans_Resources_Limited
1096,SHASUNPHAR,Shasun_Pharmaceuticals_Limited
1097,SHILPAMED,Shilpa_Medicare_Limited
1098,SHILPI,Shilpi_Cable_Technologies_Limited
1099,SHIVAMAUTO,Shivam_Autotech_Limited
1100,SHIVTEX,Shiva_Texyarn_Limited
1101,SHIV-VANI,Shiv-Vani_Oil_&_Gas_Exploration_Services_Limited
1102,SHLAKSHMI,Shri_Lakshmi_Cotsyn_Limited
1103,SHOPERSTOP,Shoppers_Stop_Limited
1104,SHPRE,Shree_Precoated_Steels_Limited
1105,SHREEASHTA,Shree_Ashtavinayak_Cine_Vision_Limited
1106,SHREECEM,Shree_Cements_Limited
1107,SHREERAMA,Shree_Rama_Multi-Tech_Limited
1108,SHRENUJ,Shrenuj_&_Company_Limited
1109,SHREYANIND,Shreyans_Industries_Limited
1110,SHREYAS,Shreyas_Shipping_&_Logistics_Limited
1111,SHRIRAMCIT,Shriram_City_Union_Finance_Limited
1112,SHRIRAMEPC,Shriram_EPC_Limited
1113,SHYAMTEL,Shyam_Telecom_Limited
1114,SICAGEN,Sicagen_India_Limited
1115,SICAL,Sical_Logistics_Limited
1116,SIEMENS,Siemens_Limited
1117,SIL,Standard_Industries_Limited
1118,SILINV,SIL_Investments_Limited
1119,SIMBHSUGAR,Simbhaoli_Sugars_Limited
1120,SIMPLEX,Simplex_Projects_Limited
1121,SIMPLEXINF,Simplex_Infrastructures_Limited
1122,SINTEX,Sintex_Industries_Limited
1123,SIRPAPER,The_Sirpur_Paper_Mills_Limited
1124,SITASHREE,Sita_Shree_Food_Products_Limited
